status_group,amount_tsh,gps_height,basin,region,region_code,lga,public_meeting,scheme_management,permit,extraction_type_group,extraction_type_class,management,management_group,payment,quality_group,quantity,source,source_class,waterpoint_type,water_per_person,age_at_inspection,unknown_construction_year
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Geita,True,VWC,True,india mark ii,handpump,vwc,user-group,never pay,good,insufficient,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,20.0,1576,Internal,Singida,13,Singida Rural,True,VWC,,mono,motorpump,vwc,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe,20.0,33.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,200.0,316,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay monthly,salty,insufficient,shallow well,groundwater,hand pump,0.25,15.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,dry,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,swn 80,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Mpwapwa,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1622,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,8.0,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,True,WUG,True,nira/tanira,handpump,wug,user-group,unknown,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,386,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,swn 80,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,14.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,WUA,False,gravity,gravity,wua,user-group,never pay,colored,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,157,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,11.0,False
functional needs repair,600.0,984,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.5,5.0,False
functional needs repair,250.0,1383,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.5555555555555556,7.0,False
functional needs repair,0.0,1343,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,16.0,False
functional needs repair,500.0,906,Ruvuma / Southern Coast,Ruvuma,10,Namtumbo,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,seasonal,river,surface,communal standpipe,3.3333333333333335,30.0,False
functional needs repair,20.0,1026,Pangani,Arusha,2,Arusha Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay per bucket,good,insufficient,spring,groundwater,communal standpipe,0.2,13.0,False
functional needs repair,0.0,0,Internal,Tabora,14,Uyui,True,VWC,True,gravity,gravity,vwc,user-group,never pay,salty,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,965,Internal,Manyara,21,Babati,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,11.0,False
functional needs repair,250.0,1367,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.46296296296296297,11.0,False
functional needs repair,0.0,1192,Lake Victoria,Mwanza,19,Ukerewe,False,Water Board,True,other,other,other,other,never pay,good,insufficient,lake,surface,communal standpipe,0.0,1.0,False
functional needs repair,0.0,17,Wami / Ruvu,Dar es Salaam,7,Temeke,True,Parastatal,False,submersible,submersible,parastatal,parastatal,never pay,good,enough,machine dbh,groundwater,communal standpipe,0.0,3.0,False
functional needs repair,0.0,1491,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,33.0,False
functional needs repair,30.0,1556,Internal,Singida,13,Iramba,True,WUG,True,mono,motorpump,wug,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.17045454545454544,7.0,False
functional needs repair,5000.0,276,Rufiji,Morogoro,5,Kilombero,True,,True,rope pump,rope pump,vwc,user-group,pay when scheme fails,salty,insufficient,shallow well,groundwater,hand pump,41.666666666666664,7.0,False
functional needs repair,100.0,1073,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,2.0,33.0,False
functional needs repair,0.0,980,Internal,Manyara,21,Babati,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,11.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Dodoma Urban,True,VWC,False,mono,motorpump,private operator,commercial,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,500.0,1797,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,seasonal,river,surface,communal standpipe,10.0,33.0,False
functional needs repair,0.0,1342,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,enough,river,surface,communal standpipe,0.0,10.0,False
functional needs repair,0.0,1084,Internal,Singida,13,Manyoni,True,VWC,False,mono,motorpump,vwc,user-group,never pay,good,enough,machine dbh,groundwater,communal standpipe multiple,0.0,41.0,False
functional needs repair,0.0,1633,Internal,Singida,13,Singida Rural,True,VWC,,mono,motorpump,vwc,user-group,unknown,good,insufficient,machine dbh,groundwater,communal standpipe,0.0,23.0,False
functional needs repair,500.0,744,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,4.166666666666667,2.0,False
functional needs repair,50.0,383,Ruvuma / Southern Coast,Lindi,8,Nachingwea,True,VWC,True,submersible,submersible,vwc,user-group,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,0.12345679012345678,6.0,False
functional needs repair,300.0,255,Rufiji,Morogoro,5,Kilombero,True,Company,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,1.4285714285714286,16.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,Parastatal,False,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1588,Internal,Singida,13,Singida Rural,True,VWC,,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,23.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,250.0,1080,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.78125,13.0,False
functional needs repair,250.0,1290,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.38461538461538464,6.0,False
functional needs repair,0.0,443,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,29.0,False
functional needs repair,0.0,964,Ruvuma / Southern Coast,Ruvuma,10,Mbinga,,VWC,True,gravity,gravity,unknown,unknown,unknown,good,seasonal,spring,groundwater,communal standpipe,0.0,36.0,False
functional needs repair,0.0,1592,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,improved spring,0.0,4.0,False
functional needs repair,0.0,976,Pangani,Arusha,2,Meru,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,39.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Karagwe,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Maswa,,,False,gravity,gravity,unknown,unknown,unknown,unknown,unknown,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,5000.0,1258,Rufiji,Iringa,11,Iringa Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe,5000.0,27.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,367,Rufiji,Lindi,80,Kilwa,True,,True,nira/tanira,handpump,vwc,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,28.0,False
functional needs repair,1000.0,1672,Pangani,Kilimanjaro,3,Mwanga,True,VWC,False,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,14.285714285714286,9.0,False
functional needs repair,1000.0,1636,Pangani,Kilimanjaro,3,Mwanga,True,WUA,False,gravity,gravity,wua,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,22.22222222222222,41.0,False
functional needs repair,0.0,976,Ruvuma / Southern Coast,Ruvuma,10,Songea Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,35.0,False
functional needs repair,1000.0,819,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,16.666666666666668,13.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,500.0,62,Ruvuma / Southern Coast,Mtwara,99,Mtwara Rural,True,VWC,True,submersible,submersible,vwc,user-group,pay monthly,good,enough,machine dbh,groundwater,communal standpipe,2.5,9.0,False
functional needs repair,250.0,1285,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,False,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.2620545073375262,28.0,False
functional needs repair,0.0,476,Ruvuma / Southern Coast,Lindi,80,Liwale,,VWC,True,gravity,gravity,parastatal,parastatal,unknown,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,20.0,False
functional needs repair,0.0,1269,Pangani,Kilimanjaro,3,Moshi Rural,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe multiple,0.0,10.0,False
functional needs repair,0.0,1756,Lake Tanganyika,Rukwa,15,Sumbawanga Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,39.0,False
functional needs repair,0.0,1400,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe multiple,0.0,6.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1696,Internal,Arusha,2,Longido,True,VWC,,gravity,gravity,vwc,user-group,pay when scheme fails,good,insufficient,spring,groundwater,communal standpipe,0.0,15.0,False
functional needs repair,0.0,1025,Pangani,Kilimanjaro,3,Mwanga,True,Water Board,False,gravity,gravity,water board,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Ilemela,True,VWC,True,submersible,submersible,vwc,user-group,never pay,good,enough,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,1656,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,33.0,False
functional needs repair,500.0,1506,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe,3.3333333333333335,27.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,100.0,454,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,salty,seasonal,machine dbh,groundwater,communal standpipe multiple,0.3333333333333333,6.0,False
functional needs repair,0.0,1252,Lake Victoria,Mwanza,19,Ukerewe,True,,True,other,other,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,11.0,False
functional needs repair,0.0,0,Lake Tanganyika,Shinyanga,17,Bukombe,True,Parastatal,True,swn 80,handpump,parastatal,parastatal,unknown,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,other,colored,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,100.0,1300,Lake Victoria,Mara,20,Serengeti,True,VWC,,gravity,gravity,vwc,user-group,pay monthly,good,enough,shallow well,groundwater,hand pump,0.16666666666666666,16.0,False
functional needs repair,0.0,1660,Pangani,Arusha,2,Arusha Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,5.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,988,Ruvuma / Southern Coast,Ruvuma,10,Songea Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,0.0,35.0,False
functional needs repair,0.0,1378,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,995,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,river,surface,communal standpipe multiple,0.0,16.0,False
functional needs repair,0.0,201,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,250.0,1238,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,False,gravity,gravity,water board,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe multiple,0.8333333333333334,7.0,False
